"Nombre","Volumen","Unidad de medida","Referencia interna","D365 Reference","Box Qty","Pronosticado con pendiente"
"Lámpara de LED dicroica 7 W fría ángulo 100° (x100 u)","0.022935375","Unidades","ET1LAM0039","LAMCGU7FE","100.0","0.0"
"Lámpara de LED dicroica 7 W fría ángulo 38° (x100 u)","0.02333775","Unidades","ET1LAM0037","LAMGU7FE","100.0","0.0"
"Lámpara de LED filamento color azul 1 W (x100u)","0.021432","Unidades","ET1LAM00245","GLMI-AZ1W","100.0","4.0"
"Lámpara de LED filamento color rojo 1 W (x100u)","0.021432","Unidades","ET1LAM00248","GLMI-RO1W","100.0","7.0"
"Lámpara de LED filamento color verde 1 W (x100u)","0.021432","Unidades","ET1LAM00247","GLMI-VE1W","100.0","7.0"
"Lámpara de LED filamento cálida 1 W (x100u)","0.021432","Unidades","ET1LAM00246","GLMI-CA1W","100.0","0.0"
"Lámpara de LED gota color amarilla (x200u)","0.032712","Unidades","ET1LAM0051","LAM1AME","200.0","7.0"
"Lámpara de LED gota color azul (x200u)","0.032712","Unidades","ET1LAM0048","LAM1AZE","200.0","7.0"
"Lámpara de LED gota color cálida (x200u)","0.032712","Unidades","ET1LAM0052","LAM1WE","200.0","0.0"
"Lámpara de LED gota color cálida GE2 (x200u)","0.032712","Unidades","ET1LAM00258","LAM1WC","200.0","0.0"
"Lámpara de LED gota color púrpura (x200u)","0.032712","Unidades","ET1LAM0099","LAM1VEC","200.0","9.0"
"Lámpara de LED gota color roja (x200u)","0.032712","Unidades","ET1LAM0050","LAM1ROE","200.0","10.0"
"Lámpara de LED gota color verde (x200u)","0.032712","Unidades","ET1LAM0049","LAM1VEE","200.0","6.0"
"Lámpara de escritorio flexible blanca (x20u)","0.09940288","Unidades","ET1LDI0054","GLMI-NCBLC","20.0","0.0"
"Lámpara de escritorio flexible negra (x20u)","0.0994","Unidades","ET1LDI0053","GLMI-NCNEB","20.0","1.0"
"Lámpara de tierra solar de 8 LED para jardín (x64u)","0.037908","Unidades","ET1LAM0028","ESLE002","64.0","0.0"
"Lámpara infantil Búho (x32u)","0.088434","Unidades","VN1LAM0001","CLNI-0001","32.0","0.0"
"Lámpara infantil Oso (x24u)","0.0691645","Unidades","VN1LAM0002","CLNI-0002","24.0","0.0"
"Lámpara infantil Perro (x12u)","0.04134","Unidades","VN1LAM0005","CLNI-0004","12.0","0.0"
"Lámpara infantil Ratón (x12u)","0.1475","Unidades","VN1LAM0003","CLNI-0003","12.0","0.0"
"Lámpara infantil Zorro (x12u)","0.03462225","Unidades","VN1LAM0006","CLNI-0005","12.0","0.0"
"Lámpara infrarroja 250 W roja (x40u)","0.115625","Unidades","ET1LAM00124","LIR250RE","40.0","0.0"
"Lámpara infrarroja 250 W transparente (x40u)","0.118125","Unidades","ET1LAM00125","LIR250TE","40.0","0.0"
"Lámpara led 11 W cálida (x100u)","0.0478485","Unidades","ET1LAM0002","LAM11CE","100.0","0.0"
"Lámpara led 11 W cálida (x100u)","0.047616","Unidades","ET1LAM00241","G27I-11CL","100.0","0.0"
"Lámpara led 11 W fría (x100 u)","0.0478485","Unidades","ET1LAM0004","LAM11FE","100.0","109.0"
"Lámpara led 11 W fría (x100u)","0.048384","Unidades","ET1LAM00240","G27I-11FR","100.0","0.0"
"Lámpara led 15 W cálida (x100 u)","0.0498015","Unidades","ET1LAM00122","LAM15CE","100.0","0.0"
"Lámpara led 15 W fría (x100 u)","0.056133","Unidades","ET1LAM00123","LAM15FE","100.0","0.0"
"Lámpara led 20 W con sensor de movimiento (x50u)","0.05248","Unidades","ET1LAM00253","GLSI-20WC","50.0","1.0"
"Lámpara led 5 W cálida (x100 u)","0.035835125","Unidades","ET1LAM00118","LAM05CE","100.0","9.0"
"Lámpara led 5 W fría (x100 u)","0.043152","Unidades","ET1LAM00119","LAM05FE","100.0","16.0"
"Lámpara led 7 W cálida (x100 u)","0.0458955","Unidades","ET1LAM00120","LAM07CE","100.0","9.0"
"Lámpara led 7 W fría (x100 u)","0.0458955","Unidades","ET1LAM00121","LAM07FE","100.0","0.0"
"Lámpara led 9 W con sensor de movimiento (x100 u)","0.05343525","Unidades","ET1LAM00148","LAM09SE","100.0","0.0"
"Lámpara led 9 W cálida (x100u)","0.047616","Unidades","ET1LAM00239","G27I-9WCL","100.0","0.0"
"Lámpara led 9 W fría (x100 u)","0.045525375","Unidades","ET1LAM0003","LAM09FE","100.0","101.0"
"Lámpara led 9 W fría (x100u)","0.047616","Unidades","ET1LAM00238","G27I-9WFR","100.0","0.0"
"Lámpara led autónoma 11 W fría (x60 u)","0.1012095","Unidades","ET1LAM0047","LEM11FE","60.0","1.0"
"Lámpara led autónoma 9 W fría (x100 u)","0.0967365","Unidades","ET1LAM0045","LEM09FE","100.0","5.0"
"Lámpara perfume LED 1,7 W luz cálida (x500u)","0.022932","Unidades","ET1LAM00130","LAM17PCE","500.0","0.0"
"Lámpara perfume LED 1,7 W luz fría (x500u)","0.022464","Unidades","ET1LAM00129","LAM17PFE","500.0","0.0"
"Lámpara perfume LED 3 W luz cálida (x500u)","0.022656","Unidades","ET1LAM00128","LAM03PCE","500.0","0.0"
"Lámpara perfume LED 3 W luz fría (x500u)","0.021996","Unidades","ET1LAM00127","LAM03PFE","500.0","0.0"
"Lámpara solar bidireccional con sensor de movimiento cálida (x12u)","0.02784","Unidades","ET1LAM00189","GLSI-BDLC","12.0","0.0"
"Lámpara solar bidireccional con sensor de movimiento fría (x12u)","0.02784","Unidades","ET1LAM00188","GLSI-BDLF","12.0","1.0"
"Lámpara velador USB táctil metal dorado difusor acrílico (x6u)","0.027552","Unidades","ET1LDI0043","GLMI-VTLP","6.0","0.0"
"Lámpara velador USB táctil metal negro difusor acrílico (x6u)","0.027552","Unidades","ET1LDI0042","GLMI-VTNE","6.0","0.0"
"Lápiz corte para corta cerámico profesional (x30u)","0.00396","Unidades","BR1CCR0009","8115-08","30.0","38.0"
"Látex blanco interior - exterior 20 litros","0.0342","Unidades","KU1CNM0090","PLI-IEB2","1.0","0.0"
"Maceta Cactus 18 cm × 15 cm (x12u)","0.0826","Unidades","VN1MCT0014","DEC049","12.0","0.0"
"Maceta Edén 25 cm - rosa (x50u)","0.044616","Unidades","GE1MCT0034","M12539","50.0","7.0"
"Maceta Floridis Florencia 27 cm × 24 cm blanco (x5u)","0.1309","Unidades","FL1MCT0046","10.16.0289","5.0","0.0"
"Maceta Floridis Genebra 34 cm × 35 cm beige (x5u)","0.1664","Unidades","FL1MCT0082","10.16.0034","5.0","0.0"
"Maceta Floridis Genebra 34 cm × 35 cm negro (x5u)","0.1664","Unidades","FL1MCT0081","10.16.0032","5.0","0.0"
"Maceta Floridis Spello Ondulato 18 cm × 15 cm negro (x6u)","0.024624","Unidades","FL1MCT0064","10.16.0846","6.0","0.0"
"Maceta Floridis Zurique 29 cm × 34 cm negro (x4u)","0.1029","Unidades","FL1MCT0083","10.16.0086","4.0","0.0"
"Maceta Floridis Ámsterdam 27 cm × 28 cm beige (x5u)","0.15028","Unidades","FL1MCT0012","10.16.0223","5.0","0.0"
"Maceta Floridis Ámsterdam 27 cm × 28 cm blanco marmolado (x5u)","0.165375","Unidades","FL1MCT0006","10.16.0514","5.0","0.0"
"Maceta Floridis Ámsterdam 27 cm × 28 cm gris grafito (x5u)","0.138425","Unidades","FL1MCT0011","10.16.0369","5.0","7.0"
"Maceta Floridis Ámsterdam 27 cm × 28 cm negro marmolado (x6u)","0.138425","Unidades","FL1MCT0084","10.16.0518","5.0","0.0"
"Maceta Floridis Ámsterdam 29 cm × 44 cm beige (x4u)","0.15028","Unidades","FL1MCT0015","10.16.0232","4.0","0.0"
"Maceta Floridis Ámsterdam 29 cm × 44 cm gris grafito (x4u)","0.15028","Unidades","FL1MCT0014","10.16.0371","4.0","0.0"
"Maceta Floridis Ámsterdam 35 cm × 65 cm beige (x4u)","0.307623","Unidades","FL1MCT0018","10.16.0534","4.0","0.0"
"Maceta Floridis Ámsterdam 35 cm × 65 cm gris grafito (x4u)","0.307623","Unidades","FL1MCT0017","10.16.0536","4.0","0.0"
"Maceta Floridis Ámsterdam 49 cm × 55 cm beige (x4u)","0.46585","Unidades","FL1MCT0024","10.16.0250","4.0","0.0"
"Maceta Floridis Ámsterdam 49 cm × 55 cm gris grafito (x4u)","0.46585","Unidades","FL1MCT0023","10.16.0375","4.0","0.0"
"Maceta Mesola 26 cm negro (x14u)","0.024766","Unidades","GE1MCT0053","MME261","14.0","0.0"
"Maceta Mesola 26 cm piedra arena (x14u)","0.024766","Unidades","GE1MCT0054","MME2601","14.0","0.0"
"Maceta Pampa 16 cm × 14 cm (x12u)","0.062964","Unidades","VN1MCT0013","DEC048","12.0","0.0"
"Maceta Perlas 15 cm × 12,5 cm (x18u)","0.0819","Unidades","VN1MCT0012","DEC047","18.0","3.0"
"Maceta Plisada 21 cm × 17 cm (x8u)","0.082524","Unidades","VN1MCT0015","DEC051","8.0","5.0"
"Maceta Triángulos 18 cm × 16 cm (x8u)","0.06397025","Unidades","VN1MCT0016","DEC050","8.0","4.0"
"Maceta Vercelli 18 cm blanco (x10u)","0.0186245","Unidades","GE1MCT0044","MV180","10.0","0.0"
"Maceta Vercelli 18 cm metalizada cobre (x10u)","0.0186245","Unidades","GE1MCT0058","MV1806","10.0","0.0"
"Maceta Vercelli 18 cm piedra arena (x10u)","0.0186245","Unidades","GE1MCT0046","MV1801","10.0","0.0"
"Maceta Vercelli 18 cm piedra gris (x10u)","0.0186245","Unidades","GE1MCT0047","MV1802","10.0","0.0"
"Maceta Vercelli 27 cm blanco (x10u)","0.061731","Unidades","GE1MCT0048","MV270","10.0","0.0"
"Magento Shipping costs","0.0","Unidades","MAGENTO_SHIP","","1.0","0.0"
"Malacate a palanca 2 T con cables de acero (x6u)","0.035685","Unidades","KU1MLC0001","MP-2000","6.0","0.0"
"Maletín organizador plástico 17"" con divisores móviles","1e-06","Unidades","TR1CAJ0005","43805917","1.0","0.0"
"Maletín organizador profesional 12"" (x24u)","0.1404","Unidades","BR1CAJ0002","MOP-1217","24.0","0.0"
"Maletín organizador profesional 16"" (x24u)","0.18525","Unidades","BR1CAJ0004","DOPI-OP16","24.0","0.0"
"Maletín taladro percutor y atornillador 13 mm - IONMAX (x5u)","0.055825","Unidades","BR1TAL0013","BIM-MTPA13","5.0","5.0"
"Malla de seguridad vial","0.012584","Unidades","KU1MLL0002","MS60","1.0","2822.0"
"Malla para colocación de yeso 10 × 10 de 110 g/m2","0.033048","Unidades","BR1MLL0004","MFV10-110","1.0","0.0"
"Malla para colocación de yeso 5 × 5 de 160 g/m2","0.02695275","Unidades","BR1MLL0003","MFV5-160","1.0","0.0"
"Malla para colocación de yeso 5 × 5 de 90 g/m2","0.0225","Unidades","BR1MLL0001","MFV5-90","1.0","340.0"
"Malla para colocación de yeso con cantonera de PVC (x100u)","0.06042","Unidades","BR1MLL0005","MFV-25CP","100.0","0.0"
"Mampara baja rebatible 104-1 transparente","0.041184","Unidades","GA1MMP0025","MRT-1041","1.0","0.0"
"Mampara baja rebatible 104-2 esmerilada","0.0412155","Unidades","GA1MMP0026","MRE-1042","1.0","0.0"
"Mampara baja rebatible 105-2 esmerilada","0.041360625","Unidades","GA1MMP0024","MRE-1052","1.0","0.0"
"Mampara de cabina de ducha Ottawa CABD-OTT","0.33088125","Unidades","GA1CDD0005-1","CABD-OTT 1/4","1.0","19.0"
"Mampara rebatible 070 transparente para ducha","0.085104","Unidades","GA1MMP0012","MARD-070T","1.0","0.0"
"Mampara rebatible 080 esmerilada para bañera","0.03976","Unidades","GA1MMP0020","MAMP-148E","1.0","0.0"
"Mampara rebatible 080 transparente para bañera","0.0399","Unidades","GA1MMP0001","MAMP-148","1.0","0.0"
"Mampara rebatible 090 esmerilada curva para bañera","0.051223","Unidades","GA1MMP0022","MAMP-149CE","1.0","0.0"
"Mampara rebatible 090 esmerilada recta para bañera","0.0585585","Unidades","GA1MMP0021","MAMP-149RSE","1.0","0.0"
"Mampara rebatible 090 transparente recta para bañera","0.057915","Unidades","GA1MMP0002","MAMP-149RS","1.0","0.0"
"Mamparas 2 de cabina de ducha Ottawa CABD-OTT","0.33088125","Unidades","GA1CDD0005-2","CABD-OTT 2/4","1.0","19.0"
"Mandolina multicorte (x12u)","0.0814","Unidades","VN1UTC0035","CUCI-MAMC","12.0","13.0"
"Mango telescópico 2,40 m x ø 32 mm (x10u)","0.0254205","Unidades","KU1APD0007","APD-240","10.0","0.0"
"Mango telescópico 3,60 m x ø 32 mm (x10u)","0.0388","Unidades","KU1APD0008","APD-360","10.0","1.0"
"Manguera atmosférica aspirante expelente 2 1/2"" × 30 m","1e-06","Unidades","KU1MNG0055","DMPI-AE63","1.0","14.0"
"Manguera atmosférica aspirante expelente 3"" × 30 m","1e-06","Unidades","KU1MNG0054","DMPI-AE76","1.0","31.0"
"Manguera atmosférica aspirante expelente 4"" × 20 m","1e-06","Unidades","KU1MNG0067","DMPI-AE02","1.0","5.0"
"Manguera caño cristal 1/2""","0.016184","Unidades","KU1MNG0001","MCC1216","1.0","3.0"
"Manguera caño cristal 1/4""","0.008128125","Unidades","KU1MNG0002","MCC0608","1.0","14.0"
"Manguera caño cristal 3/8""","0.015606","Unidades","KU1MNG0003","MCC1012","1.0","12.0"
"Manguera caño cristal 5/16""","0.01734","Unidades","KU1MNG0004","MCC0812","1.0","15.0"
"Manguera caño cristal 5/8""","0.03366425","Unidades","KU1MNG0005","MCC1621","1.0","0.0"
"Manguera cristal 9 × 12 × 100","0.03025","Unidades","KU1MNG0035","DMCI-9121","1.0","0.0"
"Manguera de alta presión reforzada de 1/2""","0.05","Unidades","KU1MNG0013","MAAP-1/2","1.0","6.0"
"Manguera de riego 1"" de 3 capas","0.031944","Unidades","KU1MNG0008","MR-1","1.0","0.0"
"Manguera de riego 1/2"" de 3 capas","0.010697875","Unidades","KU1MNG0007","MR-1/2","1.0","0.0"
"Manguera de riego antitorsión de 1/2""","0.011090625","Unidades","KU1MNG0006","MRAT-1/2","1.0","0.0"
"Manguera de riego antitorsión de 1/2"" 50 metros","0.021063375","Unidades","KU1MNG0020","MRAT1/2-50","1.0","0.0"
"Manguera de riego de 3 capas y 1"" 50 metros","0.06","Unidades","KU1MNG0019","MR1-50","1.0","0.0"
"Manguera de riego trenzada 1/2"" 15 metros","0.015925","Unidades","KU1MNG0063","DMTI-1215","1.0","0.0"
"Manguera de riego trenzada 1/2"" 25 metros","0.015925","Unidades","BR1MNG0008","DMTI-1225","1.0","0.0"
"Manguera de riego trenzada 1/2"" 50 metros","0.025886","Unidades","BR1MNG0009","DMTI-1250","1.0","0.0"
"Manguera expandible de látex de 15 m (x20u)","0.0828","Unidades","KU1MNG0010","MK15","20.0","0.0"
"Manguera expandible de látex de 23 m (x20u)","0.138","Unidades","KU1MNG0011","MK23","20.0","0.0"
"Manguera para hidrolavadora Barovo HLI602-2 (x10u)","0.0584785","Unidades","BR1MNG0001","DMHI-MHP5","10.0","0.0"
"Manguera para hidrolavadora Kushiro HL510M","0.00253125","Unidades","KU1MNG0025","DMHI-HT3M","1.0","0.0"
"Manguera reforzada de 1/2"" para aire","0.024037","Unidades","KU1MNG0014","MAR-1/2","1.0","0.0"
"Manguera tricolor liviana 1/2"" 15 metros","0.008624","Unidades","BR1MNG0003","DMLI-1215","1.0","0.0"
"Manguera tricolor liviana 1/2"" 25 metros","0.011979","Unidades","BR1MNG0004","DMLI-1225","1.0","0.0"
"Manguera tricolor liviana 1/2"" 50 metros","0.014157","Unidades","KU1MNG0072","DMLI-1250","1.0","0.0"
"Manguera tricolor reforzada 1/2"" 15 metros","0.014157","Unidades","KU1MNG0076","DMRI-1215","1.0","0.0"
"Manguera tricolor reforzada 1/2"" 25 metros","0.014157","Unidades","BR1MNG0005","DMRI-1225","1.0","0.0"
"Manguera tricolor reforzada 1/2"" 50 metros","0.022932","Unidades","BR1MNG0006","DMRI-1250","1.0","0.0"
"Manguera tricolor reforzada 3/4"" 25 metros","0.02312","Unidades","BR1MNG0007","DMRI-3425","1.0","0.0"
"Manguera tricolor super reforzada 1/2"" 15 metros","0.014157","Unidades","KU1MNG0079","DMRI-04SR","1.0","0.0"
"Manguera tricolor super reforzada 1/2"" 25 metros","0.013068","Unidades","KU1MNG0051","DMRI-01SR","1.0","0.0"
"Manguera universal carga lavarropas 1,5 m (x50u)","0.05904","Unidades","GA1MNG0001","MUCL-15","50.0","6.0"
"Manguera universal carga lavarropas 2 m (x50u)","0.0656","Unidades","GA1MNG0002","MUCL-2","50.0","11.0"
"Manguera universal descarga lavarropas 2 m (x50u)","0.0888","Unidades","GA1MNG0003","MDL-2","50.0","13.0"
"Manguera universal descarga lavarropas 3 m (x50u)","0.0888","Unidades","GA1MNG0004","MDL-3","50.0","8.0"
"Manija plástica aislante (x50u)","0.022724","Unidades","ET1AIS0007","EMA-0001","50.0","1.0"
"Manta antiestática de silicona (x40u)","0.050688","Unidades","KU1APS0002","MAE-4530","40.0","12.0"
"Marco para 3 fotos 18 cm × 53 cm blanco (x6u)","0.031464","Unidades","VN1MCO0002","ORG060","6.0","0.0"
"Marco para 3 fotos 22 cm × 38 cm (x6u)","0.028842","Unidades","VN1MCO0007","ORG065","6.0","0.0"
"Marco para foto de 13 cm × 18 cm combinado (x24u)","0.027664","Unidades","VN1MCO0027","DEC052","24.0","0.0"
"Marco para foto de 13 cm × 18 cm veteado gris (x24u)","0.035","Unidades","VN1MCO0031","DEC056","24.0","0.0"
"Marco para foto de 13 cm × 18 cm veteado madera (x24u)","0.028934","Unidades","VN1MCO0029","DEC054","24.0","2.0"
"Marco para foto de 15 cm × 21 cm (x12u)","0.0352755","Unidades","VN1MCO0005","ORG063","12.0","0.0"
"Marco para foto de 15 cm × 21 cm geométrico dorado (x24u)","0.04941","Unidades","VN1MCO0017","ORG075","24.0","0.0"
"Marco para foto de 15 cm × 21 cm geométrico plata (x24u)","0.04941","Unidades","VN1MCO0018","ORG076","24.0","0.0"
"Marco para foto de 15 cm × 21 cm martillado negro (x24u)","0.04464","Unidades","VN1MCO0016","ORG074","24.0","0.0"
"Marco para foto de 15 cm × 21 cm veteado gris (x24u)","0.040404","Unidades","VN1MCO0032","DEC057","24.0","0.0"
"Marco para foto de 15 cm × 21 cm veteado madera (x24u)","0.04368","Unidades","VN1MCO0030","DEC055","24.0","0.0"
"Marmita para camping 3 piezas (x24u)","0.0833","Unidades","KU1VJL0003","FMCS-M2P3","24.0","1.0"
"Marmita para camping 5 piezas (x12u)","0.06016","Unidades","KU1VJL0004","FMCS-M2P5","12.0","3.0"
"Marmita para camping 7 piezas (x16u)","0.050864","Unidades","KU1VJL0001","FMCS-M2P7","16.0","15.0"
"Marmita para camping 9 piezas (x12u)","0.067158","Unidades","KU1VJL0002","FMCS-M2P9","12.0","11.0"
"Martillo de uña 27 mm (x12u)","0.006327","Unidades","TR1MRT0021","40200027","12.0","0.0"
"Martillo demoledor 85 J - MPC-125K","0.08712","Unidades","BR1MRD0010","MPC-125K","1.0","0.0"
"Martillo demoledor MPB-45L (x2 u)","0.063882","Unidades","BR1MRD0006","MPB-45L","2.0","0.0"
"Martillo demoledor MPK-125K","0.087912","Unidades","BR1MRD0003","MPK-125K","1.0","0.0"
"Martillo demoledor MPK-55L","0.047882138","Unidades","BR1MRD0001","MPK-55L","1.0","0.0"
"Martillo demoledor MPK-90K","0.03621","Unidades","BR1MRD0002","MPK-90K","1.0","0.0"
"Martillo demoledor MPM-90K","0.04536","Unidades","BR1MRD0007","MPM-90K","1.0","0.0"
"Martillo neumático (x10u)","0.022816","Unidades","BR1MRT0001","BMN","10.0","0.0"
"Masa magnética para soldar (x36u)","0.01736","Unidades","KU1MPS0001","APT006","36.0","11.0"
"Masajeador de contorno de ojos y labios (x100u)","0.04416","Unidades","ET1CFA0006","MFC-OL01","100.0","2.0"
"Masajeador de pies (x4u)","0.183945125","Unidades","ET1MJR0001","MP-C301","4.0","0.0"
"Mate térmico de acero blanco (x30u)","0.029627","Unidades","KU1MAT0001","FRTI-MTBL","30.0","0.0"
"Mate térmico de acero negro (x30u)","0.029627","Unidades","KU1MAT0002","FRTI-MTNE","30.0","0.0"
"Mecha SDS PLUS 10 mm (x50u)","0.00456","Unidades","BR1CNM0003","MB1021-PLUS","50.0","7.0"
"Mecha SDS PLUS 12 mm (x50u)","0.00456","Unidades","BR1CNM0004","MB1221-PLUS","50.0","0.0"
"Mecha SDS PLUS 6 mm (x50u)","0.00361","Unidades","BR1CNM0001","MB616-PLUS","50.0","0.0"
"Mecha SDS PLUS 8 mm (x50u)","0.00361","Unidades","BR1CNM0002","MB816-PLUS","50.0","1.0"
"Mecha para Hoyadora HM52","0.0324","Unidades","MI1HOY0001-2","HM52-2/2","1.0","0.0"
"Mecha para hoyadora - 200 mm","0.032","Unidades","MI1ACC0001","MH-20","1.0","0.0"
"Mecha para hoyadora - 250 mm","0.049","Unidades","MI1ACC0002","MH-25","1.0","0.0"
"Mecha para hoyadora - 300 mm","0.072","Unidades","MI1ACC0003","MH-30","1.0","4.0"
"Media caña trail pro detalle rosa M (x12u)","0.00364","Unidades","PR1VES0010","EMRI-25RM","12.0","0.0"
"Media larga negro y gris L (x12u)","0.00364","Unidades","PR1APD0010","EMRI-85GL","12.0","1.0"
"Media larga para alto rendimiento azul L (x12u)","0.00364","Unidades","PR1APD0041","EMRI-40AL","12.0","1.0"
"Media larga para alto rendimiento azul XL (x12u)","0.00364","Unidades","PR1APD0042","EMRI-40AX","12.0","1.0"
"Media larga para alto rendimiento negro XL (x12u)","0.00364","Unidades","PR1APD0014","EMRI-40NX","12.0","1.0"
"Media sombra verde oscuro 80% - 4,2 m","0.168","Unidades","PX1MES0014","MS42VN","1.0","0.0"
"Medidor de pH digital autocalibrable (x50u)","0.019584","Unidades","KU1MPH0001","MPH-3BP","50.0","0.0"
"Medidor de presión para neumáticos ROMPU-0001 (x60u)","0.0357","Unidades","KU1MDP0006","ROMPU-0001","60.0","4.0"
"Medidor de presión para neumáticos ROMPU-001 (x30u)","0.0184","Unidades","KU1MDP0001","ROMPU-001","30.0","5.0"
"Medidor de presión para neumáticos ROMPU-002 (x30u)","0.011694375","Unidades","KU1MDP0004","ROMPU-002","30.0","1.0"
"Medidor de temperatura y presión para vehículo (x30u)","0.033712","Unidades","KU1MDP0002","MED001","30.0","0.0"
"Medidor de temperatura y presión para vehículo-RMPI-0001 (x30u)","0.033712","Unidades","KU1MDP0005","RMPI-0001","30.0","0.0"
"Medidor digital de profundidad de cubiertas (x50u)","0.019551","Unidades","KU1MPR0001","ROMI-0002","50.0","0.0"
"Mesa Escandinava rectangular blanca","0.15344625","Unidades","VN1MES0001","MIN013","1.0","0.0"
"Mesa Escandinava rectangular negra","0.15344625","Unidades","VN1MES0002","MIN014","1.0","0.0"
"Mesa Tulip redonda blanca","0.16608375","Unidades","VN1MES0003","MIN015","1.0","0.0"
"Mesa Tulip redonda negra","0.16608375","Unidades","VN1MES0004","MIN016","1.0","0.0"
"Mesa camping plegable con portavaso (x6u)","0.09044","Unidades","KU1MES0008","MCP01","6.0","0.0"
"Mesa centro Oslo","0.05612","Unidades","DF1MBL0004","MOS085","1.0","0.0"
